"","X","Y","FFMC","DMC","DC","ISI","temp","RH","wind","rain","area","ordinal_day","log_area","boxcox_ffmc","log_isi","log_RH","log_rain"
"265",4,4,94.3,167.6,684.4,13,21.8,53,3.1,0,6.54,5,0.288783880512607,0.946093476533177,2.63905732961526,3.98898404656427,0
"266",4,4,93.7,102.2,550.3,14.6,22.1,54,7.6,0,0.79,2,0.0832257399668785,0.929293748018841,2.74727091425549,4.00733318523247,0
"267",6,5,94.3,131.7,607.1,22.7,19.4,55,4,0,0.17,2,0.0224431511740701,0.946093476533177,3.16547504814109,4.02535169073515,0
"268",2,2,92.1,152.6,658.2,14.3,23.7,24,3.1,0,0,2,0,0.885018680699004,2.72785282839839,3.2188758248682,0
"269",3,4,92.1,152.6,658.2,14.3,21,32,3.1,0,0,2,0,0.885018680699004,2.72785282839839,3.49650756146648,0
"270",4,4,92.1,152.6,658.2,14.3,19.1,53,2.7,0,4.4,2,0.241064986930048,0.885018680699004,2.72785282839839,3.98898404656427,0
"271",2,2,92.1,152.6,658.2,14.3,21.8,56,3.1,0,0.52,2,0.0598532163379101,0.885018680699004,2.72785282839839,4.04305126783455,0
"272",8,6,92.1,152.6,658.2,14.3,20.1,58,4.5,0,9.27,2,0.332955070266497,0.885018680699004,2.72785282839839,4.07753744390572,0
"273",2,5,92.1,152.6,658.2,14.3,20.2,47,4,0,3.09,2,0.201346706292582,0.885018680699004,2.72785282839839,3.87120101090789,0
"306",1,4,89.6,84.1,714.3,5.7,19,52,2.2,0,0,7,0,0.817365349953079,1.90210752639692,3.97029191355212,0
"307",7,4,89.6,84.1,714.3,5.7,17.1,53,5.4,0,0.41,7,0.049114978055899,0.817365349953079,1.90210752639692,3.98898404656427,0
"308",3,4,89.6,84.1,714.3,5.7,23.8,35,3.6,0,5.18,7,0.260351243919929,0.817365349953079,1.90210752639692,3.58351893845611,0
"309",2,4,92.4,105.8,758.1,9.9,16,45,1.8,0,0,7,0,0.893262175849317,2.3887627892351,3.8286413964891,0
"310",2,4,92.4,105.8,758.1,9.9,24.9,27,2.2,0,0,7,0,0.893262175849317,2.3887627892351,3.3322045101752,0
"311",7,4,92.4,105.8,758.1,9.9,25.3,27,2.7,0,0,7,0,0.893262175849317,2.3887627892351,3.3322045101752,0
"312",6,3,92.4,105.8,758.1,9.9,24.8,28,1.8,0,14.29,7,0.389843811694663,0.893262175849317,2.3887627892351,3.36729582998647,0
"313",2,4,50.4,46.2,706.6,0.4,12.2,78,6.3,0,0,7,0,0,0.336472236621213,4.36944785246702,0
"314",6,5,92.6,115.4,777.1,8.8,24.3,27,4.9,0,0,3,0,0.898772731587725,2.28238238567653,3.3322045101752,0
"315",4,4,92.6,115.4,777.1,8.8,19.7,41,1.8,0,1.58,3,0.135483266627177,0.898772731587725,2.28238238567653,3.73766961828337,0
"316",3,4,91.2,134.7,817.5,7.2,18.5,30,2.7,0,0,3,0,0.860449032200313,2.10413415427021,3.43398720448515,0
"317",4,5,92.4,96.2,739.4,8.6,18.6,24,5.8,0,0,4,0,0.893262175849317,2.26176309847379,3.2188758248682,0
"318",4,4,92.4,96.2,739.4,8.6,19.2,24,4.9,0,3.78,4,0.223631448001823,0.893262175849317,2.26176309847379,3.2188758248682,0
"319",6,5,92.8,119,783.5,7.5,21.6,27,2.2,0,0,4,0,0.904295201167826,2.14006616349627,3.3322045101752,0
"320",5,4,92.8,119,783.5,7.5,21.6,28,6.3,0,4.41,4,0.241329458040146,0.904295201167826,2.14006616349627,3.36729582998647,0
"321",6,3,92.8,119,783.5,7.5,18.9,34,7.2,0,34.36,4,0.509687694398299,0.904295201167826,2.14006616349627,3.55534806148941,0
"322",1,4,92.8,119,783.5,7.5,16.8,28,4,0,7.21,4,0.300953030066579,0.904295201167826,2.14006616349627,3.36729582998647,0
"323",6,5,92.8,119,783.5,7.5,16.8,28,4,0,1.01,4,0.0997959808354718,0.904295201167826,2.14006616349627,3.36729582998647,0
"324",3,5,90.7,136.9,822.8,6.8,12.9,39,2.7,0,2.18,4,0.165372227013,0.846903473698797,2.05412373369555,3.68887945411394,0
"325",6,5,88.1,53.3,726.9,5.4,13.7,56,1.8,0,4.42,4,0.241593440745331,0.777666891547056,1.85629799036563,4.04305126783455,0
"326",1,4,92.2,102.3,751.5,8.4,24.2,27,3.1,0,0,6,0,0.887763533954487,2.24070968927596,3.3322045101752,0
"327",5,4,92.2,102.3,751.5,8.4,24.1,27,3.1,0,0,6,0,0.887763533954487,2.24070968927596,3.3322045101752,0
"328",6,5,92.2,102.3,751.5,8.4,21.2,32,2.2,0,0,6,0,0.887763533954487,2.24070968927596,3.49650756146648,0
"329",6,5,92.2,102.3,751.5,8.4,19.7,35,1.8,0,0,6,0,0.887763533954487,2.24070968927596,3.58351893845611,0
"330",4,3,92.2,102.3,751.5,8.4,23.5,27,4,0,3.33,6,0.209497888748595,0.887763533954487,2.24070968927596,3.3322045101752,0
"331",3,3,92.2,102.3,751.5,8.4,24.2,27,3.1,0,6.58,6,0.289540213463471,0.887763533954487,2.24070968927596,3.3322045101752,0
"332",7,4,91.2,124.4,795.3,8.5,21.5,28,4.5,0,15.64,6,0.401938582420133,0.860449032200313,2.2512917986065,3.36729582998647,0
"333",4,4,91.2,124.4,795.3,8.5,17.1,41,2.2,0,11.22,6,0.357805896799603,0.860449032200313,2.2512917986065,3.73766961828337,0
"334",1,4,92.1,87.7,721.1,9.5,18.1,54,3.1,0,2.13,1,0.163106781907547,0.885018680699004,2.35137525716348,4.00733318523247,0
"335",2,3,91.6,108.4,764,6.2,18,51,5.4,0,0,1,0,0.871339091350388,1.97408102602201,3.95124371858143,0
"336",4,3,91.6,108.4,764,6.2,9.8,86,1.8,0,0,1,0,0.871339091350388,1.97408102602201,4.46590811865458,0
"337",7,4,91.6,108.4,764,6.2,19.3,44,2.2,0,0,1,0,0.871339091350388,1.97408102602201,3.80666248977032,0
"338",6,3,91.6,108.4,764,6.2,23,34,2.2,0,56.04,1,0.578040687262411,0.871339091350388,1.97408102602201,3.55534806148941,0
"339",8,6,91.6,108.4,764,6.2,22.7,35,2.2,0,7.48,1,0.305578428254594,0.871339091350388,1.97408102602201,3.58351893845611,0
"340",2,4,91.6,108.4,764,6.2,20.4,41,1.8,0,1.47,1,0.129254905077145,0.871339091350388,1.97408102602201,3.73766961828337,0
"341",2,5,91.6,108.4,764,6.2,19.3,44,2.2,0,3.93,1,0.228048274988663,0.871339091350388,1.97408102602201,3.80666248977032,0
"342",8,6,91.9,111.7,770.3,6.5,15.7,51,2.2,0,0,1,0,0.879537909573086,2.01490302054226,3.95124371858143,0
"343",6,3,91.5,130.1,807.1,7.5,20.6,37,1.8,0,0,1,0,0.868612108868087,2.14006616349627,3.63758615972639,0
"344",8,6,91.5,130.1,807.1,7.5,15.9,51,4.5,0,2.18,1,0.165372227013,0.868612108868087,2.14006616349627,3.95124371858143,0
"345",6,3,91.5,130.1,807.1,7.5,12.2,66,4.9,0,6.1,1,0.280188873752365,0.868612108868087,2.14006616349627,4.20469261939097,0
"346",2,2,91.5,130.1,807.1,7.5,16.8,43,3.1,0,5.83,1,0.274646818503438,0.868612108868087,2.14006616349627,3.78418963391826,0
"347",1,4,91.5,130.1,807.1,7.5,21.3,35,2.2,0,28.19,1,0.48227696265889,0.868612108868087,2.14006616349627,3.58351893845611,0
"348",5,4,92.1,99,745.3,9.6,10.1,75,3.6,0,0,5,0,0.885018680699004,2.36085400111802,4.33073334028633,0
"349",3,4,92.1,99,745.3,9.6,17.4,57,4.5,0,0,5,0,0.885018680699004,2.36085400111802,4.06044301054642,0
"350",5,4,92.1,99,745.3,9.6,12.8,64,3.6,0,1.64,5,0.138769539960443,0.885018680699004,2.36085400111802,4.17438726989564,0
"351",5,4,92.1,99,745.3,9.6,10.1,75,3.6,0,3.71,5,0.221522608575874,0.885018680699004,2.36085400111802,4.33073334028633,0
"352",4,4,92.1,99,745.3,9.6,15.4,53,6.3,0,7.31,5,0.302683639512384,0.885018680699004,2.36085400111802,3.98898404656427,0
"353",7,4,92.1,99,745.3,9.6,20.6,43,3.6,0,2.03,5,0.15846525095398,0.885018680699004,2.36085400111802,3.78418963391826,0
"354",7,4,92.1,99,745.3,9.6,19.8,47,2.7,0,1.72,5,0.143036919370437,0.885018680699004,2.36085400111802,3.87120101090789,0
"355",7,4,92.1,99,745.3,9.6,18.7,50,2.2,0,5.97,5,0.27754728369111,0.885018680699004,2.36085400111802,3.93182563272433,0
"356",4,4,92.1,99,745.3,9.6,20.8,35,4.9,0,13.06,5,0.377855576477632,0.885018680699004,2.36085400111802,3.58351893845611,0
"357",4,4,92.1,99,745.3,9.6,20.8,35,4.9,0,1.26,5,0.116553623115961,0.885018680699004,2.36085400111802,3.58351893845611,0
"358",6,3,92.5,122,789.7,10.2,15.9,55,3.6,0,0,5,0,0.896015964488192,2.41591377830105,4.02535169073515,0
"359",6,3,92.5,122,789.7,10.2,19.7,39,2.7,0,0,5,0,0.896015964488192,2.41591377830105,3.68887945411394,0
"360",1,4,92.5,122,789.7,10.2,21.1,39,2.2,0,8.12,5,0.31597913014782,0.896015964488192,2.41591377830105,3.68887945411394,0
"361",6,5,92.5,122,789.7,10.2,18.4,42,2.2,0,1.09,5,0.105375092621924,0.896015964488192,2.41591377830105,3.76120011569356,0
"362",4,3,92.5,122,789.7,10.2,17.3,45,4,0,3.94,5,0.22833793384002,0.896015964488192,2.41591377830105,3.8286413964891,0
"363",7,4,88.2,55.2,732.3,11.6,15.2,64,3.1,0,0.52,5,0.0598532163379101,0.780292606150978,2.53369681395743,4.17438726989564,0
"364",4,3,91.9,111.7,770.3,6.5,15.9,53,2.2,0,2.93,2,0.195642344661982,0.879537909573086,2.01490302054226,3.98898404656427,0
"365",6,5,91.9,111.7,770.3,6.5,21.1,35,2.7,0,5.65,2,0.270829026750171,0.879537909573086,2.01490302054226,3.58351893845611,0
"366",6,5,91.9,111.7,770.3,6.5,19.6,45,3.1,0,20.03,2,0.435408177232098,0.879537909573086,2.01490302054226,3.8286413964891,0
"367",4,5,91.1,132.3,812.1,12.5,15.9,38,5.4,0,1.75,2,0.14460490504689,0.857733963571561,2.60268968544438,3.66356164612965,0
"368",4,5,91.1,132.3,812.1,12.5,16.4,27,3.6,0,0,2,0,0.857733963571561,2.60268968544438,3.3322045101752,0
"369",6,5,91.2,94.3,744.4,8.4,16.8,47,4.9,0,12.64,6,0.373520401669529,0.860449032200313,2.24070968927596,3.87120101090789,0
"370",4,5,91,276.3,825.1,7.1,13.8,77,7.6,0,0,7,0,0.855021873406793,2.09186406167839,4.35670882668959,0
"371",7,4,91,276.3,825.1,7.1,13.8,77,7.6,0,11.06,7,0.355921894645381,0.855021873406793,2.09186406167839,4.35670882668959,0
"373",4,5,92,203.2,664.5,8.1,10.4,75,0.9,0,0,7,0,0.882276805905125,2.2082744135228,4.33073334028633,0
"374",5,4,94.8,222.4,698.6,13.9,20.3,42,2.7,0,0,4,0,0.960175157849778,2.70136121295141,3.76120011569356,0
"375",6,5,90.3,290,855.3,7.4,10.3,78,4,0,18.3,5,0.423136942030602,0.836120639265151,2.12823170584927,4.36944785246702,0
"376",6,5,91.2,94.3,744.4,8.4,15.4,57,4.9,0,39.35,6,0.528558096737895,0.860449032200313,2.24070968927596,4.06044301054642,0
"377",8,6,92.1,207,672.6,8.2,21.1,54,2.2,0,0,1,0,0.885018680699004,2.21920348405499,4.00733318523247,0
"378",2,2,93.7,231.1,715.1,8.4,21.9,42,2.2,0,174.63,6,0.738802248574368,0.929293748018841,2.24070968927596,3.76120011569356,0
"382",8,6,90.7,194.1,643,6.8,16.2,63,2.7,0,16.33,4,0.407746455133337,0.846903473698797,2.05412373369555,4.15888308335967,0
"383",8,6,95.2,217.7,690,18,28.2,29,1.8,0,5.86,3,0.27527332028452,0.971494115099878,2.94443897916644,3.40119738166216,0
"384",9,6,91.6,248.4,753.8,6.3,20.5,58,2.7,0,42.87,4,0.540514052741879,0.871339091350388,1.98787434815435,4.07753744390572,0
"385",8,4,91.6,273.8,819.1,7.7,21.3,44,4.5,0,12.18,6,0.368616458176621,0.871339091350388,2.16332302566054,3.80666248977032,0
"386",2,4,91.6,181.3,613,7.6,20.9,50,2.2,0,16,7,0.404998198266793,0.871339091350388,2.15176220325946,3.93182563272433,0
"387",3,4,90.5,96.7,750.5,11.4,20.6,55,5.4,0,24.59,7,0.463461683706904,0.841506099551122,2.51769647261099,4.02535169073515,0
"389",6,4,94.8,227,706.7,12,23.3,34,3.1,0,28.74,5,0.484945311878185,0.960175157849778,2.56494935746154,3.55534806148941,0
"390",7,4,94.8,227,706.7,12,23.3,34,3.1,0,0,5,0,0.960175157849778,2.56494935746154,3.55534806148941,0
"392",8,6,91.1,91.3,738.1,7.2,20.7,46,2.7,0,30.18,5,0.491704387575466,0.857733963571561,2.10413415427021,3.85014760171006,0
"393",1,3,91,276.3,825.1,7.1,21.9,43,4,0,70.76,7,0.610857571818311,0.855021873406793,2.09186406167839,3.78418963391826,0
"397",4,3,90.5,96.7,750.5,11.4,20.4,55,4.9,0,3.64,7,0.219382191773373,0.841506099551122,2.51769647261099,4.02535169073515,0
"398",5,6,91.6,181.3,613,7.6,24.3,33,3.6,0,3.63,7,0.219073784762194,0.871339091350388,2.15176220325946,3.52636052461616,0
"399",1,2,93.7,231.1,715.1,8.4,25.9,32,3.1,0,0,6,0,0.929293748018841,2.24070968927596,3.49650756146648,0
"402",3,4,91.1,88.2,731.7,8.3,22.8,46,4,0,4.95,4,0.254929701019822,0.857733963571561,2.23001440015921,3.85014760171006,0
"403",9,9,94.8,227,706.7,12,25,36,4,0,0,5,0,0.960175157849778,2.56494935746154,3.61091791264422,0
"404",8,6,90.7,194.1,643,6.8,21.3,41,3.6,0,0,4,0,0.846903473698797,2.05412373369555,3.73766961828337,0
"405",2,4,87.9,84.8,725.1,3.7,21.8,34,2.2,0,6.04,3,0.278975741202036,0.772424397753325,1.54756250871601,3.55534806148941,0
"406",2,2,94.6,212.1,680.9,9.5,27.9,27,2.2,0,0,2,0,0.95453354995562,2.35137525716348,3.3322045101752,0
"407",6,5,87.1,291.3,860.6,4,17,67,4.9,0,3.95,6,0.228627006929903,0.751573561469646,1.6094379124341,4.21950770517611,0
"409",4,3,90.3,290,855.3,7.4,19.9,44,3.1,0,7.8,5,0.310873351887339,0.836120639265151,2.12823170584927,3.80666248977032,0
"414",7,5,93.7,231.1,715.1,8.4,26.4,33,3.6,0,0,6,0,0.929293748018841,2.24070968927596,3.52636052461616,0
"415",5,4,93.6,235.1,723.1,10.1,24.1,50,4,0,0,7,0,0.926504217867561,2.40694510831829,3.93182563272433,0
"416",8,6,94.8,222.4,698.6,13.9,27.5,27,4.9,0,746.28,4,0.94579755644795,0.960175157849778,2.70136121295141,3.3322045101752,0
"419",2,4,92,203.2,664.5,8.1,24.9,42,5.4,0,2.44,7,0.176606439105895,0.882276805905125,2.2082744135228,3.76120011569356,0
"420",2,5,91.6,181.3,613,7.6,24.8,36,4,0,3.05,7,0.19994181445133,0.871339091350388,2.15176220325946,3.61091791264422,0
"421",8,8,91.7,191.4,635.9,7.8,26.2,36,4.5,0,185.76,3,0.747585582140103,0.87406905229548,2.17475172148416,3.61091791264422,0
"422",2,4,95.2,217.7,690,18,30.8,19,4.5,0,0,3,0,0.971494115099878,2.94443897916644,2.99573227355399,0
"424",1,3,91.2,94.3,744.4,8.4,22.3,48,4,0,0.72,6,0.0775234103430192,0.860449032200313,2.24070968927596,3.89182029811063,0
"425",8,6,93.7,231.1,715.1,8.4,26.9,31,3.6,0,4.96,6,0.255169745734892,0.929293748018841,2.24070968927596,3.46573590279973,0
"426",2,2,91.6,248.4,753.8,6.3,20.4,56,2.2,0,0,4,0,0.871339091350388,1.98787434815435,4.04305126783455,0
"427",8,6,91.6,248.4,753.8,6.3,20.4,56,2.2,0,0,4,0,0.871339091350388,1.98787434815435,4.04305126783455,0
"428",2,4,92.1,207,672.6,8.2,27.9,33,2.2,0,2.35,1,0.172816763999492,0.885018680699004,2.21920348405499,3.52636052461616,0
"429",1,3,94.8,222.4,698.6,13.9,26.2,34,5.8,0,0,4,0,0.960175157849778,2.70136121295141,3.55534806148941,0
"430",3,4,91.6,181.3,613,7.6,24.6,44,4,0,3.2,7,0.205140445325814,0.871339091350388,2.15176220325946,3.80666248977032,0
"431",7,4,89.7,287.2,849.3,6.8,19.4,45,3.6,0,0,4,0,0.820035741596787,2.05412373369555,3.8286413964891,0
"432",1,3,92.1,178,605.3,9.6,23.3,40,4,0,6.36,6,0.285329969269167,0.885018680699004,2.36085400111802,3.71357206670431,0
"433",8,6,94.8,222.4,698.6,13.9,23.9,38,6.7,0,0,4,0,0.960175157849778,2.70136121295141,3.66356164612965,0
"434",2,4,93.6,235.1,723.1,10.1,20.9,66,4.9,0,15.34,7,0.399337905577285,0.926504217867561,2.40694510831829,4.20469261939097,0
"435",1,4,90.6,269.8,811.2,5.5,22.2,45,3.6,0,0,5,0,0.844203297392366,1.87180217690159,3.8286413964891,0
"437",8,6,92.1,207,672.6,8.2,26.8,35,1.3,0,0.54,1,0.0617218258774921,0.885018680699004,2.21920348405499,3.58351893845611,0
"438",8,6,89.4,253.6,768.4,9.7,14.2,73,2.7,0,0,6,0,0.812033502068725,2.37024374146786,4.30406509320417,0
"439",2,5,93.7,231.1,715.1,8.4,23.6,53,4,0,6.43,6,0.286683091150534,0.929293748018841,2.24070968927596,3.98898404656427,0
"440",1,3,91.1,91.3,738.1,7.2,19.1,46,2.2,0,0.33,5,0.0407653585391173,0.857733963571561,2.10413415427021,3.85014760171006,0
"441",5,4,90.3,290,855.3,7.4,16.2,58,3.6,0,0,5,0,0.836120639265151,2.12823170584927,4.07753744390572,0
"442",8,6,92.1,207,672.6,8.2,25.5,29,1.8,0,1.23,1,0.114643395212259,0.885018680699004,2.21920348405499,3.40119738166216,0
"445",2,5,90.3,290,855.3,7.4,16.2,58,3.6,0,9.96,5,0.342250209376561,0.836120639265151,2.12823170584927,4.07753744390572,0
"446",5,5,94,47.9,100.7,10.7,17.3,80,4.5,0,0,7,0,0.937680209218833,2.45958884180371,4.39444915467244,0
"447",6,5,92,203.2,664.5,8.1,19.1,70,2.2,0,0,7,0,0.882276805905125,2.2082744135228,4.26267987704132,0
"449",7,4,89.7,284.9,844,10.1,10.5,77,4,0,0,3,0,0.820035741596787,2.40694510831829,4.35670882668959,0
"450",7,4,91.6,181.3,613,7.6,19.3,61,4.9,0,0,7,0,0.871339091350388,2.15176220325946,4.12713438504509,0
"451",4,5,95.2,217.7,690,18,23.4,49,5.4,0,6.43,3,0.286683091150534,0.971494115099878,2.94443897916644,3.91202300542815,0
"452",1,4,90.5,196.8,649.9,16.3,11.8,88,4.9,0,9.71,5,0.338951802902836,0.841506099551122,2.85070650150373,4.48863636973214,0
"453",7,4,91.5,238.2,730.6,7.5,17.7,65,4,0,0,1,0,0.868612108868087,2.14006616349627,4.18965474202643,0
"454",4,5,89.4,266.2,803.3,5.6,17.4,54,3.1,0,0,4,0,0.812033502068725,1.88706964903238,4.00733318523247,0
"455",3,4,91.6,248.4,753.8,6.3,16.8,56,3.1,0,0,4,0,0.871339091350388,1.98787434815435,4.04305126783455,0
"457",2,4,91.6,248.4,753.8,6.3,16.6,59,2.7,0,0,4,0,0.871339091350388,1.98787434815435,4.0943445622221,0
"458",1,4,91.7,191.4,635.9,7.8,19.9,50,4,0,82.75,3,0.632944100421599,0.87406905229548,2.17475172148416,3.93182563272433,0
"459",8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0,3.32,6,0.209167376244745,0.929293748018841,2.24070968927596,4.17438726989564,0
"460",7,4,91.6,273.8,819.1,7.7,15.5,72,8,0,1.94,6,0.154154976841719,0.871339091350388,2.16332302566054,4.29045944114839,0
"461",2,5,93.7,231.1,715.1,8.4,18.9,64,4.9,0,0,6,0,0.929293748018841,2.24070968927596,4.17438726989564,0
"462",8,6,93.7,231.1,715.1,8.4,18.9,64,4.9,0,0,6,0,0.929293748018841,2.24070968927596,4.17438726989564,0
"463",1,4,91,276.3,825.1,7.1,14.5,76,7.6,0,3.71,7,0.221522608575874,0.855021873406793,2.09186406167839,4.34380542185368,0
"483",3,4,94.9,130.3,587.1,14.1,23.4,40,5.8,0,1.29,7,0.118438660466195,0.963000429479925,2.71469474382088,3.71357206670431,0
"484",8,6,94.9,130.3,587.1,14.1,31,27,5.4,0,0,7,0,0.963000429479925,2.71469474382088,3.3322045101752,0
"485",2,5,94.9,130.3,587.1,14.1,33.1,25,4,0,26.43,7,0.473387274075693,0.963000429479925,2.71469474382088,3.25809653802148,0
"486",2,4,95,135.5,596.3,21.3,30.6,28,3.6,0,2.07,1,0.160339987257562,0.965828679565144,3.10458667846607,3.36729582998647,0
"487",5,4,95.1,141.3,605.8,17.7,24.1,43,6.3,0,2,2,0.157042885047034,0.968659908105205,2.92852352386054,3.78418963391826,0
"488",5,4,95.1,141.3,605.8,17.7,26.4,34,3.6,0,16.4,2,0.408322687505709,0.968659908105205,2.92852352386054,3.55534806148941,0
"489",4,4,95.1,141.3,605.8,17.7,19.4,71,7.6,0,46.7,2,0.552478780271088,0.968659908105205,2.92852352386054,4.27666611901606,0
"490",4,4,95.1,141.3,605.8,17.7,20.6,58,1.3,0,0,3,0,0.968659908105205,2.92852352386054,4.07753744390572,0
"491",4,4,95.1,141.3,605.8,17.7,28.7,33,4,0,0,3,0,0.968659908105205,2.92852352386054,3.52636052461616,0
"492",4,4,95.8,152,624.1,13.8,32.4,21,4.5,0,0,4,0,0.988561904601966,2.69462718077007,3.09104245335832,0
"493",1,3,95.9,158,633.6,11.3,32.4,27,2.2,0,0,5,0,0.991416960772523,2.50959926237837,3.3322045101752,0
"494",1,3,95.9,158,633.6,11.3,27.5,29,4.5,0,43.32,5,0.541972869516853,0.991416960772523,2.50959926237837,3.40119738166216,0
"495",6,6,96,164,643,14,30.8,30,4.9,0,8.59,6,0.323162351577768,0.994274995395866,2.70805020110221,3.43398720448515,0
"496",6,6,96.2,175.5,661.8,16.8,23.9,42,2.2,0,0,1,0,1,2.87919845729804,3.76120011569356,0
"497",4,5,96.2,175.5,661.8,16.8,32.6,26,3.1,0,2.77,1,0.189700851749731,1,2.87919845729804,3.29583686600433,0
"498",3,4,96.1,181.1,671.2,14.3,32.3,27,2.2,0,14.68,2,0.393444206846188,0.997136008471767,2.72785282839839,3.3322045101752,0
"499",6,5,96.1,181.1,671.2,14.3,33.3,26,2.7,0,40.54,2,0.532712900070309,0.997136008471767,2.72785282839839,3.29583686600433,0
"500",7,5,96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,10.82,2,0.353048499521376,0.997136008471767,2.72785282839839,4.15888308335967,2.00148000021012
"501",8,6,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0,2,0,0.997136008471767,2.72785282839839,4.18965474202643,0.587786664902119
"502",7,5,96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0,2,0,0.997136008471767,2.72785282839839,4.18965474202643,0.587786664902119
"503",4,4,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0,2,0,0.997136008471767,2.72785282839839,4.24849524204936,0.336472236621213
"504",2,4,94.5,139.4,689.1,20,29.2,30,4.9,0,1.95,3,0.154640364724845,0.951717213692069,3.04452243772342,3.43398720448515,0
"505",4,3,94.5,139.4,689.1,20,28.9,29,4.9,0,49.59,3,0.560887260657268,0.951717213692069,3.04452243772342,3.40119738166216,0
"506",1,2,91,163.2,744.4,10.1,26.7,35,1.8,0,5.8,4,0.274017558818615,0.855021873406793,2.40694510831829,3.58351893845611,0
"507",1,2,91,166.9,752.6,7.1,18.5,73,8.5,0,0,5,0,0.855021873406793,2.09186406167839,4.30406509320417,0
"508",2,4,91,166.9,752.6,7.1,25.9,41,3.6,0,0,5,0,0.855021873406793,2.09186406167839,3.73766961828337,0
"509",1,2,91,166.9,752.6,7.1,25.9,41,3.6,0,0,5,0,0.855021873406793,2.09186406167839,3.73766961828337,0
"510",5,4,91,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17,5,0.164922001147167,0.855021873406793,2.09186406167839,4.27666611901606,0.8754687373539
"511",6,5,91,166.9,752.6,7.1,18.2,62,5.4,0,0.43,5,0.0511283436526436,0.855021873406793,2.09186406167839,4.14313472639153,0
"512",8,6,81.6,56.7,665.6,1.9,27.8,35,2.7,0,0,7,0,0.613384274748922,1.06471073699243,3.58351893845611,0
"513",4,3,81.6,56.7,665.6,1.9,27.8,32,2.7,0,6.44,7,0.286875352906797,0.613384274748922,1.06471073699243,3.49650756146648,0
"514",2,4,81.6,56.7,665.6,1.9,21.9,71,5.8,0,54.29,7,0.573586369071217,0.613384274748922,1.06471073699243,4.27666611901606,0
"515",7,4,81.6,56.7,665.6,1.9,21.2,70,6.7,0,11.16,7,0.357102302626537,0.613384274748922,1.06471073699243,4.26267987704132,0
"516",1,4,94.4,146,614.7,11.3,25.6,42,4,0,0,6,0,0.948903855884511,2.50959926237837,3.76120011569356,0
